coverage,method,seed,source_hidden,magnitude,threshold,true_station,n_windows_during,detection_rate,detected_episode,top1,within1,median_station_error,top1_episode,within1_episode,lead_time_min,first_alert_t_s,first_correct_alert_t_s,n_episodes
0.25,B0_SPC_observed,5054.195652173913,1.0,1.2831048701185317,4.674774997918179,19.456521739130434,56.17391304347826,0.00832699229962862,0.2391304347826087,0.0,0.0,15.545454545454545,0.0,0.0,,38368.77557026846,,46
0.25,B1_IsolationForest,5054.195652173913,1.0,1.2831048701185317,0.7158774793615637,19.456521739130434,56.17391304347826,0.14628388981381205,0.5434782608695652,0.0,0.007857142857142858,8.82,0.0,0.0,112.21142804403334,31261.89017783386,22919.220921976248,46
0.25,B2_observed_only_twin,5054.195652173913,1.0,1.2831048701185317,23.870665833328445,19.456521739130434,56.17391304347826,0.2987534821604365,0.6304347826086957,0.0,0.1724137931034483,3.5517241379310347,0.0,0.10869565217391304,182.1160752468404,30649.627937182053,18724.942089807824,46
0.25,B3_TurningPoint,5054.195652173913,1.0,1.2831048701185317,0.3966074315595573,19.456521739130434,56.17391304347826,0.2608284868366676,0.6521739130434783,0.0,0.16725046659201195,6.533333333333333,0.0,0.10869565217391304,-140.299549658771,30308.89566492202,38069.87958414451,46
0.25,RippleTwin,5054.195652173913,1.0,1.2831048701185317,23.878879409634177,19.456521739130434,56.17391304347826,0.27949237167933483,0.6521739130434783,0.12199727859586945,0.31767895882178565,2.95,0.10869565217391304,0.1956521739130435,82.98258604498515,30462.232599954004,31765.834662585385,46
0.5,B0_SPC_observed,5049.228571428572,1.0,1.2797729862801634,5.012127239822025,18.571428571428573,56.4,0.0075086235002764,0.22857142857142856,0.0,0.0,13.625,0.0,0.0,,37785.00031299846,,35
0.5,B1_IsolationForest,5049.228571428572,1.0,1.2797729862801634,0.7423023198141773,18.571428571428573,56.4,0.14407370320767368,0.4857142857142857,0.0,0.025210084033613443,9.352941176470589,0.0,0.02857142857142857,112.21142804403334,33513.651367653474,22919.220921976248,35
0.5,B2_observed_only_twin,5049.228571428572,1.0,1.2797729862801634,39.987745614480566,18.571428571428573,56.4,0.28780568109146876,0.6,0.0,0.6495911495911496,3.0476190476190474,0.0,0.4,196.96679568881848,30975.77114094587,28620.905364927847,35
0.5,B3_TurningPoint,5049.228571428572,1.0,1.2797729862801634,0.40563520887847676,18.571428571428573,56.4,0.3572683110639906,0.7428571428571429,0.0,0.34369885433715225,4.769230769230769,0.0,0.2571428571428571,194.81651229710732,30215.219236111985,25926.064163826555,35
0.5,RippleTwin,5049.228571428572,1.0,1.2797729862801634,39.99294167411538,18.571428571428573,56.4,0.29006622178567526,0.6285714285714286,0.5864375120123007,0.6242926089649135,2.340909090909091,0.4,0.4,172.1032728255995,30609.267444788806,29604.781315701926,35
0.75,B0_SPC_observed,5046.7037037037035,1.0,1.2828494292681303,5.061702559429017,18.814814814814813,56.370370370370374,0.0064554786777008995,0.2222222222222222,0.0,0.0,16.666666666666668,0.0,0.0,,36934.76681073239,,27
0.75,B1_IsolationForest,5046.7037037037035,1.0,1.2828494292681303,0.7423023198141773,18.814814814814813,56.370370370370374,0.19935048974493877,0.6296296296296297,0.0,0.27278749337572866,5.176470588235294,0.0,0.18518518518518517,486.23536965818306,30720.669925722657,22317.75402708315,27
0.75,B2_observed_only_twin,5046.7037037037035,1.0,1.2828494292681303,31.30364205825687,18.814814814814813,56.370370370370374,0.3455778941374413,0.7407407407407407,0.0,0.7806277056277057,2.725,0.0,0.5925925925925926,178.88864751265857,30870.45578839721,31377.953560329264,27
0.75,B3_TurningPoint,5046.7037037037035,1.0,1.2828494292681303,0.41240313011539886,18.814814814814813,56.370370370370374,0.39181571595499903,0.7777777777777778,0.0,0.6666666666666666,3.619047619047619,0.0,0.5185185185185185,102.7708873096831,30093.44623924705,30717.111920542553,27
0.75,RippleTwin,5046.7037037037035,1.0,1.2828494292681303,31.30364205825687,18.814814814814813,56.370370370370374,0.3610354202395358,0.7777777777777778,0.6935850112320701,0.7624989389695271,2.0476190476190474,0.5555555555555556,0.5925925925925926,194.37246985377726,30392.16547705208,30967.420175428935,27
